ASSETID;PRICE;UNITPRICE;CONSTRUCTEDAREA;ROOMNUMBER;BATHNUMBER;HASTERRACE;HASLIFT;HASAIRCONDITIONING;HASPARKINGSPACE;ISPARKINGSPACEINCLUDEDINPRICE;PARKINGSPACEPRICE;HASNORTHORIENTATION;HASSOUTHORIENTATION;HASEASTORIENTATION;HASWESTORIENTATION;HASBOXROOM;HASWARDROBE;HASSWIMMINGPOOL;HASDOORMAN;HASGARDEN;ISDUPLEX;ISSTUDIO;ISINTOPFLOOR;CONSTRUCTIONYEAR;FLOORCLEAN;CADCONSTRUCTIONYEAR;CADMAXBUILDINGFLOOR;CADDWELLINGCOUNT;CADASTRALQUALITYID;BUILTTYPEID_1;BUILTTYPEID_2;BUILTTYPEID_3;DISTANCE_TO_CITY_CENTER;DISTANCE_TO_METRO;DISTANCE_TO_CASTELLANA;alq_mediana_eur_m2_barrio;dist_centro_educativo_m;dist_parque_m;dist_espacio_deporte_m;dist_centro_medico_m;delitos_per_10k_barrio;indice_vulnerabilidad
A10022028347392300510;87000.0;1553.57142857143;56;2;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1950;0;1950;10;16;7;0;0;1;3.910673374381575;0.008267530832245233;3.0867120274254387;8.510650684981607;84.1;811.6;697.2;362.7;172.14;0.0098
A10022139278838194300;445000.0;4238.09523809524;105;3;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;;1;1935;7;48;4;0;0;1;2.557274485413376;0.10348490549337086;0.9231040179584215;12.97672030170164;155.6;481.1;420.6;340.2;74.85;0.0062
A10022408301690393745;320000.0;4210.52631578947;76;2;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1950;1;1950;9;42;4;0;1;0;2.8252676696741537;0.09392259704178976;0.9158163554163858;12.974903152224917;226.1;333.3;233.3;429.6;65.21;0.0062
A10022447664649183269;370000.0;3189.65517241379;116;4;2;1;1;1;1;1;1;0;0;1;1;0;1;1;1;1;0;0;0;;5;1977;8;17;5;0;0;1;5.650479944084607;0.39960451447456347;5.200606060464589;8.005673263535959;65.7;666.0;512.4;374.7;90.45;0.0089
A10022724965726575024;137000.0;2537.03703703704;54;2;1;1;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1964;4;1964;5;28;6;0;0;1;5.714612548473732;0.33600916333272285;3.905444179767958;9.608842683528561;145.7;840.1;494.9;299.4;87.47;0.0085
A10022935676255359440;216000.0;3323.07692307692;65;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;3;1996;5;14;6;0;0;1;5.125383610332632;0.21065824135686947;0.7025595591756371;10.91061187006313;81.1;547.1;508.1;143.2;77.51;0.0087
A10022953302258775019;167000.0;1964.70588235294;85;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;1;1985;2;2;5;0;0;1;7.780890678389801;0.3171944043557214;6.055784367638025;10.489537411212407;206.2;274.5;99.4;487.7;102.24;0.0088
A10023268684358747468;197000.0;4377.77777777778;45;2;1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1920;-1;1920;7;45;4;0;0;1;3.006861697808206;0.09789465016074944;1.7959048807068037;13.073037137847258;216.3;592.3;407.2;80.3;94.17;0.0062
A10023281000977627346;166000.0;2477.61194029851;67;1;1;0;1;1;0;0;15001;1;0;1;0;0;1;0;0;0;0;0;0;1992;1;1992;4;8;7;0;0;1;5.162629003383976;0.5577255808694551;1.2391579523709892;10.819559510247089;76.1;806.3;246.3;191.3;86.97;0.0088
A1002330997002507283;159000.0;1939.0243902439;82;3;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1976;4;1976;3;8;7;0;0;1;4.036148660530865;0.1465562852989645;2.5805836607431676;8.627263235202374;102.4;293.4;262.9;229.6;140.95;0.0116
A1002338115201630276;263000.0;2578.43137254902;102;3;2;0;1;1;0;0;25001;0;0;0;0;0;1;1;0;1;0;0;0;;1;2013;6;201;4;0;0;1;7.048416089031964;0.6239618871604656;4.1027693962111975;7.660998791770214;230.9;353.3;202.0;171.5;89.72;0.0098
A10024081384404905851;194000.0;3233.33333333333;60;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;;0;1920;5;12;2;0;0;1;1.6977348477991627;0.11031760424413567;0.3513607316107247;14.839434083714979;86.4;201.4;697.2;435.8;202.98;0.0056
A10024301688638455458;149000.0;1795.18072289157;83;3;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1965;4;1965;6;12;7;0;1;0;8.279030733696136;0.5885503887996938;1.4055249750051173;10.442884350247178;188.3;687.2;248.7;419.7;56.25;0.0071
A10024543055639040335;743000.0;6754.54545454546;110;2;2;0;1;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1940;2;1940;7;18;3;0;0;1;2.3648013624198;0.3465914138621028;0.3959405608000039;13.62556410737482;210.0;458.4;836.9;103.2;71.12;0.0059
A10024565501330957710;95000.0;1266.66666666667;75;3;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;;2;1974;4;13;6;0;0;1;7.679439942971627;0.8847087602511576;4.905251904512844;7.372348832798898;153.8;543.1;290.7;479.2;110.95;0.0103
A10024843921604855777;155000.0;2980.76923076923;52;2;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;3;1987;6;27;6;0;1;0;2.8725356479335913;0.1926139456826972;1.5809645588839665;11.48565425356364;145.3;714.5;288.6;311.6;54.67;0.0062
A10025186338947395823;462000.0;8250.0;56;2;1;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;;7;2018;8;27;4;0;0;1;2.1694652382747823;0.2629499418846195;0.6320774051547117;14.839434083714979;151.0;588.2;632.7;60.3;202.98;0.0056
A10025862843143278894;217000.0;2214.28571428571;98;3;2;0;1;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;;5;1964;10;84;6;0;1;0;5.369715525715381;0.056882247410930696;4.218268999838952;8.578721070455414;159.2;456.0;286.3;314.5;54.06;0.0081
A10025949960041483922;121000.0;1100.0;110;3;2;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1998;2;1998;3;4;5;0;0;1;4.295232325033751;0.33805858466321964;2.590224631234814;8.735259397840522;128.2;432.0;220.5;131.9;197.46;0.0121
A1002603933780285504;131000.0;2183.33333333333;60;3;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1960;0;1960;5;84;7;0;0;1;5.05825061301296;0.37273784446109287;3.896272435472912;8.578721070455414;152.0;747.2;525.7;165.9;54.06;0.0081
A10026131525518864511;68000.0;1079.36507936508;63;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;2;1967;4;9;6;0;0;1;5.228411893709757;0.34777592093872084;3.4570499210628785;8.063065887539212;116.8;332.2;145.2;274.3;93.69;0.0108
A10026139673549401470;403000.0;5445.94594594595;74;3;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1950;1;1950;11;69;6;0;0;1;5.176227287340099;0.10511958537997106;1.0238626598884863;12.634978493197226;185.1;387.7;301.5;124.9;54.66;0.0057
A10026333865597703246;218000.0;4192.30769230769;52;2;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;;1935;5;19;6;0;0;1;3.506241378851918;0.33400031194249263;1.6049327899800148;11.95832775394372;149.4;520.2;409.6;285.6;79.93;0.0062
A10026417452906154738;313000.0;4471.42857142857;70;3;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;;1;1954;8;27;5;0;1;0;2.2341859169107465;0.42225816780596875;1.4710138848146403;13.264800471860024;130.9;482.5;322.0;309.9;67.92;0.0064
A10026820395853665164;161000.0;2146.66666666667;75;3;1;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1972;3;1972;4;1;8;0;0;1;5.1454939804550115;0.6394861985382789;4.018457586250793;7.920038604783481;25.0;240.0;226.7;712.4;89.13;0.0103
A10026931936918942608;111000.0;1850.0;60;3;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;4;1968;5;21;6;0;0;1;4.338161468145898;0.8200324109382772;2.0924620290653864;8.213529440069962;186.7;324.9;47.3;207.4;99.18;0.0102
A10027043705392362275;170000.0;4250.0;40;1;1;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;1975;0;1975;3;22;5;0;0;1;2.308794513053135;0.15977309437895076;0.6734374709510524;13.62556410737482;106.7;469.4;540.9;214.9;71.12;0.0059
A10027247152631392524;139000.0;2438.59649122807;57;2;1;0;0;1;0;0;1;0;0;1;1;1;0;0;0;1;0;0;0;;5;1960;5;11;7;0;0;1;7.7959551589371;0.607119676917311;0.4697520131456207;10.442884350247178;120.1;200.8;359.0;302.5;56.25;0.0071
A10027270877778836380;442000.0;4966.29213483146;89;2;2;0;1;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;;1;1959;7;29;4;0;0;1;2.940279414051994;0.1645570858106506;1.7231143724556346;13.073037137847258;201.9;665.1;476.7;151.6;94.17;0.0062
A10027448438927139750;370000.0;4065.93406593407;91;2;2;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;2005;3;2005;5;27;4;0;0;1;4.966171569756572;0.618933889088487;1.3487473681538333;10.819559510247089;303.0;1013.8;166.9;122.1;86.97;0.0088
A10028113297785262353;436000.0;4152.38095238095;105;2;2;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;3;2005;5;18;4;0;0;1;1.2385520564803738;0.5206860284079022;2.031742909841678;12.888078307099386;128.7;165.8;643.8;147.5;121.76;0.0062
A10028192785738965096;242000.0;2574.46808510638;94;3;2;0;1;0;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;;0;1991;3;4;6;0;0;1;3.454926927963092;0.4003319815566072;3.99387982408864;8.568522865463192;154.3;780.9;335.2;631.4;86.2;0.0094
A10028356606726557676;73000.0;2027.77777777778;36;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;1945;3;13;8;0;0;1;4.194335740949051;0.6386383463275893;2.2903140550801617;8.735259397840522;230.6;211.8;170.2;197.1;197.46;0.0121
A1002840454864184957;149000.0;2660.71428571429;56;1;1;1;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;;0;2014;5;14;4;1;0;0;3.151803765791853;0.5972580626825671;1.923872946447991;8.510650684981607;153.1;350.2;223.9;689.2;172.14;0.0098
A10028418425788564694;138000.0;4600.0;30;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;3;1964;5;22;5;0;1;0;1.3933160729763736;0.14978916438453993;0.8957763775888279;13.352336944616736;119.7;271.1;246.4;293.0;104.72;0.0063
A10028487977360223083;456000.0;5066.66666666667;90;2;2;0;1;0;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;;2;2005;9;297;4;0;0;1;1.7135183809872465;0.2943549840470575;1.231413650718239;11.808804071595276;36.3;396.1;87.4;494.6;70.98;0.0067
A10028542848222380545;107000.0;1910.71428571429;56;2;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1970;0;1970;5;11;5;0;0;1;8.58211069127235;0.1336022585684211;7.469098748482612;8.163294571650434;57.7;231.7;579.3;447.4;99.0;0.008
A10028580331458423959;128000.0;2133.33333333333;60;2;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1967;3;1967;5;10;6;0;1;0;4.034473643936062;0.3529955290960321;4.494969918687266;8.377631696472392;88.5;219.7;222.9;116.8;75.23;0.0093
A10028678954424156024;252000.0;2739.13043478261;92;3;2;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;2;1958;2;4;5;0;0;1;12.359164641631763;0.22881978841771056;8.886831870203272;10.077031716178748;181.8;248.9;112.3;286.8;68.6;0.0075
A10028742046248359326;2349000.0;6101.2987012987;385;5;5;1;1;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;;7;1959;10;20;2;0;0;1;2.5343425070941326;0.4573907604407057;2.8523575331314213;11.30408121352357;119.9;363.3;298.1;753.5;258.68;0.0066
A10028893513615732282;906000.0;4923.91304347826;184;5;2;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;;5;1930;7;16;4;0;1;0;3.1115675909842326;0.3189122873444906;1.4330081308415414;12.97672030170164;132.0;343.2;261.1;14.0;74.85;0.0062
A10028924177792800139;443000.0;5906.66666666667;75;2;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;4;1982;7;36;3;0;0;1;1.2349175042602645;0.29070389221312853;1.9022490738953661;12.888078307099386;96.9;172.0;637.8;146.5;121.76;0.0062
A10029143799891176426;59000.0;1282.60869565217;46;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;1965;5;10;6;0;1;0;7.375311310539822;0.1167268534220272;4.452293162706795;7.660998791770214;23.6;157.3;247.1;300.5;89.72;0.0098
A10029520571220592478;448000.0;2715.15151515152;165;4;2;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;;2;1900;5;17;5;0;0;1;2.2620671119119677;0.09627920612360563;0.938316195549583;11.48565425356364;144.3;551.9;435.1;438.0;54.67;0.0062
A10029636137541995593;126000.0;1938.46153846154;65;2;1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;;6;1986;9;37;5;0;1;0;7.5406265668435655;0.20184845671826393;7.378047074746595;7.964013628666645;124.1;407.6;129.2;421.3;58.4;0.0089
A10029696077617994676;95000.0;1172.83950617284;81;3;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1966;5;1966;5;15;7;0;1;0;4.335624470510149;0.1400548887807315;2.896081463890508;7.982880733469616;171.2;371.2;221.6;98.1;126.85;0.0101
A10029795139385688971;376000.0;6266.66666666667;60;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;1974;14;246;2;0;0;1;3.8224665123756214;0.4838854685284992;0.4019006631964552;12.252447863659858;87.5;146.9;284.4;437.0;156.2;0.0076
A10029944957004066378;120000.0;1935.48387096774;62;2;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;1970;5;33;6;0;0;1;5.1981150196763215;0.4180679090046702;3.826695435627947;8.773060633604885;74.2;262.0;262.0;265.6;95.35;0.0084
A10030514969145394551;188000.0;3133.33333333333;60;2;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;;5;1969;5;22;6;0;0;1;6.719011716850309;0.09125671140833916;1.5075281776109022;10.079483329155362;216.4;534.0;216.0;220.2;68.8;0.0075
A10031228393522082627;439000.0;9340.42553191489;47;1;1;0;1;1;0;0;1;1;0;0;0;1;1;0;1;0;0;0;0;2002;6;2002;8;21;4;0;0;1;2.667801549365632;0.3209310170429788;0.3901933654485888;14.135447439227704;301.4;523.6;809.0;24.0;108.94;0.0058
A10031247683285488193;234000.0;2600.0;90;0;1;0;1;1;0;0;15001;0;0;0;0;0;0;0;1;1;1;1;0;;3;2009;21;177;3;0;0;1;8.488226002324911;0.8077073924941188;1.6121665023142475;11.0550212703383;413.5;829.3;615.9;208.3;25.44;0.0063
A10031320727521853543;258000.0;5608.69565217391;46;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;0;;2;1977;14;50;5;0;0;1;3.256021278843343;0.36418634891199386;0.5875426072005363;12.407571787788138;142.1;91.6;210.2;288.1;76.32;0.0062
A10031365782515304043;140000.0;2089.55223880597;67;2;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1965;5;1965;6;25;6;0;0;1;5.489048043263815;0.4636043501369821;5.282180811320847;8.005673263535959;297.8;634.7;560.5;766.8;90.45;0.0089
A10031495043868811554;511000.0;4731.48148148148;108;2;2;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;;2;1880;5;10;3;0;0;1;0.44906991411788294;0.37205085710020586;1.2227991909418643;12.550271901965226;260.4;286.9;479.1;168.4;224.26;0.0078
A10031927947341232731;387000.0;6789.47368421053;57;1;1;1;1;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;1982;4;1982;8;31;4;0;1;0;1.9763916195151816;0.23356608160993042;0.42367234086388234;14.839434083714979;241.6;384.9;814.5;214.2;202.98;0.0056
A10032527552322060611;278000.0;3915.49295774648;71;2;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;3;1990;4;13;5;0;0;1;1.7094963312929052;0.323355654062345;2.266045228257701;12.888078307099386;85.3;413.2;606.4;17.5;121.76;0.0062
A1003267931284434499;324000.0;2817.39130434783;115;3;2;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;0;0;2000;5;2000;7;89;3;0;0;1;7.382640078908564;0.4257574099706774;5.8806861844168825;9.464481109353528;247.3;467.5;552.9;99.3;86.44;0.0092
A1003280879751006577;172000.0;3822.22222222222;45;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;6;1965;6;28;5;0;0;1;1.1561619949316557;0.35346105007891604;0.3176511683980347;12.03529528409501;154.9;719.1;486.9;400.0;363.73;0.0086
A10032821874497560093;260000.0;4333.33333333333;60;1;1;0;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;0;0;;1;1999;3;10;4;0;0;1;7.2318000884584865;0.3484776369856179;3.5033750818928215;10.021195224634173;186.1;753.0;404.3;287.0;57.05;0.0072
A10033230718084810621;1124000.0;4762.71186440678;236;3;2;1;1;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;1940;1;1940;7;14;3;0;1;0;1.5823088762446809;0.22626859474992084;2.1360036556548865;12.888078307099386;76.3;340.5;513.7;115.9;121.76;0.0062
A10033358941575498201;489000.0;3912.0;125;3;2;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;0;0;0;;1;2003;6;93;4;0;0;1;11.18804531237358;0.4315336886274109;8.680208125196561;9.203780570302383;276.4;1450.7;251.8;675.6;50.94;0.0058
A10033388417724428811;560000.0;5384.61538461539;104;2;2;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;;2;1962;8;32;5;0;0;1;2.2757210857387817;0.36498504747595567;1.7723917428143783;13.496693019008978;126.3;275.5;346.8;272.7;124.21;0.0063
A10033705679684118256;257000.0;2294.64285714286;112;4;2;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;;7;1986;8;95;6;0;0;1;3.7969699844809632;0.7170761431401637;2.5928120472515443;8.627263235202374;254.0;216.1;116.2;420.2;140.95;0.0116
A10033874219685885770;304000.0;4537.31343283582;67;2;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;;2;1987;5;17;6;0;0;1;3.6285616162517127;0.4491634679846687;1.658797860682073;11.95832775394372;37.6;664.3;269.9;132.3;79.93;0.0062
A10034004266579244445;202000.0;2061.22448979592;98;3;2;1;1;1;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;;3;1965;5;11;7;0;0;1;3.426517019823356;0.4056198030769786;1.4906936244998101;8.119214802878085;217.2;249.1;126.1;574.4;178.36;0.01
A10034082545724091290;102000.0;1619.04761904762;63;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;1962;6;13;6;0;1;0;4.565095312918018;0.21174519752872953;3.1398483114163733;9.142390229587019;115.3;644.4;237.2;422.5;75.58;0.0084
A10034267754014538619;247000.0;3528.57142857143;70;2;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;4;1954;5;41;6;0;0;1;7.149185325550911;0.18145735556245257;0.07420969668351404;11.316965781947555;80.1;530.2;530.2;195.2;84.7;0.0059
A10034734618524721938;825000.0;3966.34615384615;208;4;3;1;1;0;1;1;1;1;1;0;1;1;1;1;0;1;0;0;0;;1;1993;8;65;3;0;0;1;9.255276995167042;0.8606391484839363;2.608199232920646;11.169636027802577;325.8;1016.0;379.5;1199.4;29.54;0.006
A10034944717212847270;374000.0;5054.05405405405;74;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1976;1;1976;8;18;5;0;0;1;3.453331422800256;0.1622969644038963;0.7716020416756955;12.946112130104684;287.8;819.1;314.8;436.9;125.53;0.0054
A10034986664124162638;465000.0;5109.89010989011;91;2;2;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;;3;1980;6;21;3;0;0;1;0.920137022423182;0.1774773178490042;0.9151385790584801;13.296247223034015;183.1;234.8;274.4;448.4;247.55;0.0079
A10035337237409604144;550000.0;5670.10309278351;97;2;2;0;1;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;;1;1960;7;16;2;0;0;1;1.174385991421824;0.2880842621032834;0.18292423719523032;13.411748537722705;284.7;289.1;473.9;296.9;294.93;0.0075
A10036283917240124447;456000.0;3931.03448275862;116;3;2;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;;3;1978;6;8;8;0;1;0;5.108582440771875;0.3333209631136561;1.0045967885465497;10.91061187006313;57.5;783.9;358.0;270.0;77.51;0.0087
A10036343473124796096;1524000.0;3511.52073732719;434;6;4;1;1;1;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;;10;1968;23;113;0;0;0;1;3.743644438857587;0.09060923959576889;1.5174662059990716;11.587097157856247;29.7;916.1;309.6;193.7;60.96;0.0064
A10036672560211884155;371000.0;6183.33333333333;60;2;1;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;;9;1970;9;100;3;0;0;1;5.349861419505644;0.3230449522698228;0.1803497842797091;12.48405653696381;287.5;552.5;199.7;270.4;92.03;0.0076
A10036731184260276976;145000.0;1510.41666666667;96;4;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1960;5;1960;5;21;7;0;0;1;4.115415288098528;0.48791160636275516;1.2831537554183943;8.331369986175199;80.2;763.7;102.1;333.7;99.19;0.0103
A10036740781065402161;390000.0;4285.71428571429;91;4;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1950;-1;1950;7;41;5;0;0;1;2.38919360848304;0.3986598464408509;1.5176771168332062;13.264800471860024;157.9;437.0;301.7;244.6;67.92;0.0064
A10036785170781889360;251000.0;6783.78378378378;37;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;;1;1977;7;54;3;0;0;1;2.2627776484111988;0.3982769882493267;1.6777643325819722;13.264800471860024;170.8;345.9;336.5;355.8;67.92;0.0064
A10037060611325767459;781000.0;5206.66666666667;150;2;2;0;1;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;;3;1961;8;28;2;0;0;1;2.5457986597410747;0.10822385354241826;0.16168095569910812;13.62556410737482;250.2;220.7;761.7;320.1;71.12;0.0059
A10037075979215080945;2863000.0;7779.89130434783;368;4;5;0;1;1;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;;2;1981;6;20;0;0;0;1;1.3705924682174275;0.3122321941788586;0.21515968070008953;14.839434083714979;405.3;274.2;567.2;699.4;202.98;0.0056
A10037232944458432949;881000.0;4711.22994652406;187;3;3;1;1;1;1;1;1;0;1;1;0;1;1;1;0;1;1;0;0;2018;0;2018;6;10;3;0;0;1;5.948675396106248;0.23362884094213537;3.0532314162800946;11.692136651942763;219.9;372.9;339.0;306.6;48.36;0.007
A10037271691131219750;1494000.0;9960.0;150;3;3;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;;11;1971;13;357;1;0;1;0;1.4458368033456632;0.08744002028452656;0.1174840864049474;13.62556410737482;190.9;140.3;637.7;442.7;71.12;0.0059
A10037436654724943377;1149000.0;5175.67567567568;222;3;3;0;1;1;1;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1967;1;1967;9;56;3;0;0;1;3.4042857601002;0.3204590138560742;1.037037399589935;11.587097157856247;223.3;776.9;138.9;64.5;60.96;0.0064
A1003757171270668888;632000.0;4514.28571428572;140;3;2;0;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;;2;1999;5;90;1;0;0;1;9.507733315140152;6.465923749738972;9.278332808104038;10.869565217391305;567.7;1390.1;1099.4;1321.0;91.74;0.0055
A10037735919107189598;311000.0;3658.82352941177;85;3;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;;7;1977;14;56;6;0;1;0;6.972315725006485;0.3748877278807922;1.2017203489968418;9.63423218804441;151.1;594.6;432.9;224.0;49.0;0.0064
A10038583582945916815;440000.0;3893.80530973451;113;4;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;4;1957;6;20;5;0;1;0;3.3142568798623837;0.2602217400126751;2.1390430029104426;11.613031813294043;71.0;256.8;118.1;270.2;60.57;0.0064
A10038669323107253661;134000.0;1914.28571428571;70;3;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1970;1;1970;5;19;6;0;1;0;6.099622682524708;0.3611215678092102;4.608903159748549;8.141700434947378;229.6;605.3;221.5;227.3;60.46;0.0111
A10039049609775006173;574000.0;3478.78787878788;165;5;3;0;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;;2;1992;2;12;4;0;0;1;0.9359347266277633;0.21943924766602158;0.8742302310563536;12.03529528409501;86.2;893.2;19.0;73.9;363.73;0.0086
A10039588813900311003;170000.0;2048.19277108434;83;3;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;4;2002;9;84;4;0;0;1;6.052737589986967;0.22661719761412955;4.721617018989978;8.773060633604885;166.4;481.8;585.6;210.9;95.35;0.0084
A10039736113713818855;136000.0;2305.08474576271;59;3;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1945;2;1945;4;9;6;0;0;1;3.3831222786429334;0.10627007776287187;1.0851507638218114;8.119214802878085;270.1;601.9;243.4;413.2;178.36;0.01
A10039886393110380504;732000.0;6654.54545454546;110;2;2;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;2;1920;6;23;2;0;0;1;0.15634544571594677;0.31762098152762613;0.6774303030982499;12.512303709352325;317.6;736.3;602.9;258.5;1395.23;0.0079
A10039980787170231599;153000.0;4935.48387096774;31;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;2;1929;5;23;6;0;0;1;1.0769183188491587;0.20847397848792354;0.7653929946379511;12.03529528409501;16.6;894.7;112.7;146.7;363.73;0.0086
A10040022142989062396;400000.0;5405.40540540541;74;1;1;0;1;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;;4;1934;5;23;2;0;0;1;0.6015797706349765;0.261356719978145;0.49965962196884617;13.411748537722705;189.7;592.2;385.8;430.3;294.93;0.0075
A10040474608130552299;172000.0;5733.33333333333;30;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1900;0;1900;6;31;4;0;1;0;1.207484777634876;0.23977227701132459;1.51328521792775;13.296247223034015;60.9;432.4;279.6;102.2;247.55;0.0079
A10040814248292909401;93000.0;2214.28571428571;42;2;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;1939;2;5;6;0;0;1;3.8918888749592813;0.614496812672516;1.5713556254792038;7.882015631104825;30.1;418.4;211.3;63.0;110.26;0.0106
A10040860376639148021;970000.0;4110.16949152542;236;5;5;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;0;0;0;2014;0;2014;5;58;4;0;0;1;10.700214617559338;2.5405880336649256;4.178941661319573;11.0550212703383;495.0;1661.3;1303.8;1584.8;25.44;0.0063
