ASSETID;PRICE;UNITPRICE;CONSTRUCTEDAREA;ROOMNUMBER;BATHNUMBER;HASTERRACE;HASLIFT;HASAIRCONDITIONING;HASPARKINGSPACE;ISPARKINGSPACEINCLUDEDINPRICE;PARKINGSPACEPRICE;HASNORTHORIENTATION;HASSOUTHORIENTATION;HASEASTORIENTATION;HASWESTORIENTATION;HASBOXROOM;HASWARDROBE;HASSWIMMINGPOOL;HASDOORMAN;HASGARDEN;ISDUPLEX;ISSTUDIO;ISINTOPFLOOR;CONSTRUCTIONYEAR;FLOORCLEAN;CADCONSTRUCTIONYEAR;CADMAXBUILDINGFLOOR;CADDWELLINGCOUNT;CADASTRALQUALITYID;BUILTTYPEID_1;BUILTTYPEID_2;BUILTTYPEID_3;DISTANCE_TO_CITY_CENTER;DISTANCE_TO_METRO;DISTANCE_TO_CASTELLANA;alq_mediana_eur_m2_barrio;dist_centro_educativo_m;dist_parque_m;dist_espacio_deporte_m;dist_centro_medico_m;delitos_per_10k_barrio;indice_vulnerabilidad
A13377434050254685399;127000.0;1607.59493670886;79;1;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;2008;2;2008;4;6;4;0;0;1;4.167999675364628;0.5750143153199953;2.3076046879112484;8.735259397840522;234.1;254.9;204.0;201.8;197.46;0.0121
A13377708589177982743;122000.0;1355.55555555556;90;3;2;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1970;4;1970;4;17;6;0;0;1;5.145074876333357;0.3878924668389178;3.6590036612052397;8.773060633604885;241.3;576.7;133.9;272.1;95.35;0.0084
A1337798448214232732;5513000.0;9505.1724137931;580;7;6;1;1;0;1;1;1;0;1;0;1;1;0;0;1;0;0;0;0;;8;1968;7;44;3;0;1;0;2.2620865747465926;0.272839691339925;0.18387265203698583;14.135447439227704;338.1;695.5;1152.9;431.2;108.94;0.0058
A13378992343688708559;191000.0;3979.16666666667;48;1;1;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1928;2;1928;7;42;4;0;0;1;1.7004898535197877;0.19556566726146637;0.11318171382456685;11.508977632299292;186.2;577.6;283.5;237.1;101.41;0.0074
A13379103139814222406;101000.0;1942.30769230769;52;3;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;1965;5;13;7;0;0;1;5.355774845882303;0.29754678751097036;3.754090533734649;8.13487763737029;157.9;343.5;223.7;466.7;91.6;0.0116
A1337939478984019829;316000.0;3717.64705882353;85;2;2;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;;4;1965;5;22;5;0;0;1;4.13600264717422;0.21477198100005537;1.584602707401526;11.996473737366973;98.2;753.5;382.4;224.2;42.54;0.0065
A1337948278781404306;248000.0;4862.74509803922;51;2;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1975;4;1975;7;33;5;0;0;1;0.9870566777542129;0.26956874123006236;0.9039048509868398;12.03529528409501;113.4;899.5;55.5;13.5;363.73;0.0086
A13379719837942402680;1476000.0;2733.33333333333;540;8;4;1;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;;4;1962;17;25;4;0;1;0;2.7531982858674304;0.3037056108102683;2.1687975218357733;13.496693019008978;162.8;283.2;644.3;143.6;124.21;0.0063
A13379994395493411949;155000.0;1684.78260869565;92;3;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1965;3;1965;4;9;7;0;1;0;8.631716412626597;0.15546945708521245;1.4435278640378373;10.442884350247178;248.7;252.3;179.7;636.0;56.25;0.0071
A13380070882330230619;121000.0;4033.33333333333;30;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;;0;1892;5;8;5;0;0;1;0.7565495320717478;0.1762639536028592;0.7646930244221349;12.03529528409501;49.1;876.7;267.2;267.1;363.73;0.0086
A13380104179647523796;390000.0;3250.0;120;2;2;0;1;1;1;1;1;0;0;0;0;1;1;1;1;1;0;0;0;;5;2013;6;130;3;0;0;1;7.529469683875197;0.8468409097681242;5.920037397159989;10.489537411212407;199.8;732.0;386.5;673.4;102.24;0.0088
A13380966427861282245;203000.0;2569.62025316456;79;3;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;1900;5;11;5;0;1;0;0.5837273850607397;0.137028172039335;0.8952701894324953;12.03529528409501;58.3;696.9;276.0;39.2;363.73;0.0086
A13381078669950562638;288000.0;3945.20547945206;73;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;1979;6;21;3;1;0;0;3.3596624420687546;0.41157969560528546;2.072092551210856;11.235578540384369;47.2;446.0;131.9;302.9;52.4;0.0063
A13381354075146135943;126000.0;1909.09090909091;66;3;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;1991;5;24;5;0;0;1;3.163088673751424;0.4844810607873571;0.6147924185556559;8.119214802878085;182.0;567.5;226.4;404.2;178.36;0.01
A1338156305488316005;231000.0;5775.0;40;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;1950;7;49;3;0;0;1;1.9447541112938236;0.10651883546246445;2.2136933523736184;13.496693019008978;250.2;329.1;468.3;173.2;124.21;0.0063
A13381578092157836431;182000.0;5687.5;32;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;1900;4;53;3;0;0;1;2.300586221452582;0.19702784560849756;0.9610392459893323;13.352336944616736;78.7;279.4;279.6;358.4;104.72;0.0063
A13381677942040693454;638000.0;5316.66666666667;120;2;2;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;;3;1945;7;22;4;0;0;1;2.6099698311677906;0.26896871897714947;0.252803386302381;12.974903152224917;47.6;338.0;818.0;191.0;65.21;0.0062
A13381903638253851955;378000.0;3467.88990825688;109;1;2;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;;3;1935;5;20;4;0;0;1;1.3852882962805824;0.21883272790041094;1.5094531614571;13.296247223034015;164.4;327.1;214.2;227.2;247.55;0.0079
A13381923772183245214;254000.0;3386.66666666667;75;3;1;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;;2;1962;3;8;6;0;0;1;6.354291510138924;0.6130719069035236;0.23610816819269997;10.005606516861894;53.2;253.3;454.2;323.1;128.14;0.009
A13382038951577040509;287000.0;2391.66666666667;120;3;2;1;1;0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;;2;1989;5;21;6;0;0;1;6.99203536688916;0.24180160436266435;3.6497693114488934;10.021195224634173;40.7;825.5;373.2;531.9;57.05;0.0072
A13382667640659926709;245000.0;2722.22222222222;90;3;2;1;1;0;1;1;1;0;0;1;1;0;1;0;0;1;0;0;0;1993;1;1993;5;110;5;0;0;1;5.811626665693873;1.3791660026628134;3.5667451784228335;8.063065887539212;117.9;1125.8;271.7;732.4;93.69;0.0108
A13383113765737415756;398000.0;4373.62637362637;91;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1890;2;1890;5;21;4;0;0;1;0.7593128538278211;0.16042514914885775;1.4501725697247916;12.550271901965226;74.4;279.1;404.6;361.2;224.26;0.0078
A13383321555990647293;331000.0;5516.66666666667;60;1;1;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;2001;6;12;3;0;0;1;2.628499356954832;0.192109969954442;0.5247687455454473;12.974903152224917;163.6;549.8;547.7;129.9;65.21;0.0062
A13383351059631800254;1322000.0;6544.55445544555;202;3;2;1;1;1;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1900;7;1900;7;16;3;0;0;1;2.152185564581828;0.07931685308072954;0.711490483300918;13.62556410737482;85.5;300.7;662.6;245.0;71.12;0.0059
A13383673325938750006;331000.0;4137.5;80;2;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;;4;1920;6;11;4;0;0;1;0.880399079584602;0.05391919649156193;0.4396756048938061;13.411748537722705;67.9;502.7;216.7;209.7;294.93;0.0075
A13383773608096035022;100000.0;1754.38596491228;57;2;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1967;4;1967;5;20;6;0;1;0;4.042612347123077;0.3241538590416595;4.586284555544991;8.377631696472392;17.1;341.5;131.5;291.2;75.23;0.0093
A13383797506945993146;203000.0;2206.52173913044;92;2;1;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;;2;1952;5;10;6;0;0;1;3.13914768820702;0.310458746243449;3.833935572235572;9.044642752029505;94.5;612.5;303.2;271.9;84.62;0.0094
A13384066771485282137;66000.0;942.857142857143;70;2;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1963;1;1963;5;11;7;0;0;1;7.987287033996237;0.4603225812741399;5.069871013622976;6.707111044593158;307.9;324.2;303.4;510.2;152.54;0.0116
A13384410197196711610;407000.0;3768.51851851852;108;3;2;0;1;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;;2;1969;2;4;4;0;0;1;2.3217253158860838;0.5989434671055989;0.15048097457152543;11.622516681410417;27.5;306.8;103.3;228.5;60.94;0.0069
A13384486972327046529;150000.0;1807.22891566265;83;3;1;1;0;0;0;0;10001;0;0;0;0;0;1;0;0;1;0;0;0;;1;1965;5;11;6;0;1;0;6.090852036571057;0.12594140818390714;6.303489303925897;8.005673263535959;337.9;531.0;455.5;400.8;90.45;0.0089
A13384671711686476083;175000.0;3181.81818181818;55;1;1;0;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;;3;2011;5;318;4;0;0;1;9.444108910704704;0.7790074485672154;7.669583695146887;9.903943565888264;145.2;675.6;341.0;725.0;106.01;0.0077
A13384722514212483827;213000.0;1820.51282051282;117;3;2;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1994;3;1994;10;20;5;0;0;1;5.969524516632167;0.5211283906018321;4.150090484677113;8.141700434947378;132.4;319.5;277.0;374.3;60.46;0.0111
A13384778799920652164;198000.0;2200.0;90;3;2;0;1;1;1;1;1;0;0;0;0;1;1;1;1;1;0;0;0;;3;2007;9;144;3;0;0;1;6.946153587311271;0.7921782104920668;5.059123003134889;8.141700434947378;144.7;596.8;365.3;818.0;60.46;0.0111
A13385049525956537212;136000.0;1942.85714285714;70;2;1;0;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;;4;2008;6;97;6;0;0;1;3.6521496298008405;0.6520052508612066;2.4057130987519675;8.627263235202374;209.5;493.5;367.2;329.7;140.95;0.0116
A13385076625645005658;217000.0;2284.21052631579;95;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;1974;12;48;5;0;0;1;6.762055037112657;0.47391731102277435;5.519538306865446;8.59318199768477;277.5;711.9;188.8;220.5;122.72;0.0099
A13385161056633691455;735000.0;3788.65979381443;194;4;2;1;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;;3;1961;7;9;3;0;0;1;1.0904519107806787;0.32768197590684683;1.8508745743743609;12.888078307099386;205.8;233.5;808.7;327.8;121.76;0.0062
A13385236964681672995;228000.0;3800.0;60;3;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;2;1970;5;9;7;0;0;1;3.908079399286832;0.17696593989546375;1.1561352512528515;11.00776628575005;145.6;736.8;417.9;445.1;108.94;0.0086
A13385382655310829833;546000.0;4512.39669421488;121;2;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;;6;2007;5;27;4;0;0;1;1.1176125445695297;0.279733935692969;1.2214332366208724;12.03529528409501;121.2;656.5;30.5;298.5;363.73;0.0086
A13385522436491312563;396000.0;3168.0;125;3;2;0;1;1;0;0;1;0;0;0;1;0;1;0;1;1;0;0;0;;1;2010;6;68;3;0;0;1;3.223442077615311;0.2159326153202698;1.8697948736710326;11.235578540384369;163.0;331.3;134.1;214.9;52.4;0.0063
A13385668715251587605;450000.0;3214.28571428571;140;3;2;0;1;1;0;0;1;0;1;0;0;1;1;0;1;0;0;0;1;;7;1964;9;53;3;0;0;1;2.241978400839033;0.1964654538745899;1.100547118987363;13.073037137847258;170.0;857.1;321.5;254.3;94.17;0.0062
A13385818182374192637;394000.0;4282.60869565217;92;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;;2;2003;3;47;1;0;0;1;8.375335692436938;4.238724888472098;6.917487249524028;12.357665650759156;261.7;1673.1;2113.0;1301.5;57.11;0.0054
A13385882993845901014;73000.0;1303.57142857143;56;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1951;3;1951;3;11;7;0;1;0;7.708537010263745;0.39141727637709356;4.779176409891855;7.660998791770214;164.6;208.8;207.5;412.6;89.72;0.0098
A13385911655113570828;175000.0;2692.30769230769;65;3;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1965;3;1965;6;25;6;0;1;0;5.9518260439114945;0.2066559061478397;4.515229324717589;8.773060633604885;153.2;760.4;271.6;552.7;95.35;0.0084
A1338609044781783208;308000.0;3242.10526315789;95;4;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;;2;1925;6;27;4;0;1;0;1.429687204752792;0.3125248009533423;0.09526539733851956;11.508977632299292;142.5;809.0;329.2;182.2;101.41;0.0074
A13387430895351823084;291000.0;8314.28571428571;35;1;1;0;1;1;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;1975;3;1975;5;26;4;0;0;1;1.1569696274615437;0.06529229759768318;0.8941847232270459;13.411748537722705;71.6;69.6;144.9;306.4;294.93;0.0075
A13387903258305506461;942000.0;9057.69230769231;104;2;2;1;1;1;0;0;1;0;1;0;0;1;1;0;1;0;0;0;0;1901;4;1901;5;37;3;0;0;1;1.8157479058322836;0.22748217846769633;0.680164805672004;14.839434083714979;119.4;446.9;384.0;554.0;202.98;0.0056
A13388306741276080829;481000.0;4412.84403669725;109;3;2;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;2;1900;5;11;4;0;0;1;0.9531651739000809;0.07152684367456284;1.45027114423578;13.296247223034015;47.1;242.1;477.0;295.8;247.55;0.0079
A13388432134213777403;197000.0;3716.98113207547;53;2;1;0;1;0;0;0;25001;0;1;1;0;0;0;0;0;0;0;0;1;1880;4;1880;6;9;3;0;1;0;0.4968722524304588;0.22309109148339298;0.7263672685442957;12.03529528409501;114.5;804.4;458.1;174.0;363.73;0.0086
A13388541389981321598;561000.0;4636.36363636364;121;4;2;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1952;6;1952;8;34;3;0;1;0;2.857884359388929;0.2045650422735266;1.9311108418874723;12.574727176577554;212.5;635.3;285.1;162.8;62.07;0.0061
A13388558843360691088;382000.0;3472.72727272727;110;3;2;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;0;0;0;2007;4;2007;7;130;4;0;0;1;7.697272976324635;0.7603465103520118;6.121986345563093;10.489537411212407;182.9;734.8;507.9;678.9;102.24;0.0088
A13388744737997053420;461000.0;3688.0;125;3;2;0;1;1;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;;2;1960;8;32;4;0;0;1;1.371244079340901;0.10875887778106315;0.8234324979460597;11.808804071595276;42.4;587.5;232.9;177.3;70.98;0.0067
A13389187566952778809;147000.0;2534.48275862069;58;1;1;0;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;;1;1949;3;7;7;1;0;0;4.387413264577419;0.45164376933189343;2.6278107031154376;8.063065887539212;128.0;352.0;331.2;150.9;93.69;0.0108
A13389235377098013821;557000.0;5683.67346938776;98;3;3;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;;2;1940;8;18;7;1;0;0;1.3034334930291676;0.5382883217354777;2.084755942625616;11.30408121352357;75.8;109.7;599.8;184.3;258.68;0.0066
A13389328684916210514;205000.0;2847.22222222222;72;3;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;;2;1965;6;13;7;0;0;1;8.384546681130233;0.2758770745733177;7.287156924933857;8.163294571650434;160.3;60.1;479.5;255.3;99.0;0.008
A13389486622097086502;193000.0;3163.93442622951;61;2;1;1;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1965;5;1965;6;21;5;0;0;1;5.916735033254046;0.340564819265663;4.433849799243395;8.773060633604885;157.3;798.8;186.3;558.8;95.35;0.0084
A13389728364372968436;635000.0;4205.29801324503;151;5;2;1;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;;2;1940;21;32;7;0;1;0;3.2287596383588464;0.08751565784187652;1.0226002093448259;11.95832775394372;290.1;449.5;238.2;334.3;79.93;0.0062
A13389896410383668069;85000.0;1307.69230769231;65;3;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;5;1964;6;37;6;0;1;0;4.344875942444336;0.5364670565372329;3.0047913790375347;8.627263235202374;303.2;314.6;248.3;447.4;140.95;0.0116
A1339001376282975254;1784000.0;6371.42857142857;280;4;3;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;;11;1972;10;23;3;0;0;1;4.077746696322102;0.04731575664542863;0.03975173007533357;12.946112130104684;379.9;166.5;152.1;416.0;125.53;0.0054
A13390015628694733902;425000.0;4381.44329896907;97;3;2;1;1;0;0;0;1;0;0;0;0;1;1;1;0;1;0;0;0;;3;2009;4;16;3;0;0;1;6.322299386921596;0.86052299645789;1.897638728171354;12.5;238.6;328.1;218.7;496.9;35.5;0.0066
A13390254680585876071;75000.0;1500.0;50;2;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;;2;1966;4;8;6;0;1;0;3.5596885928676762;0.3264797076553223;4.089881530601366;8.568522865463192;150.1;679.3;244.4;531.3;86.2;0.0094
A13390366434415184219;71000.0;1183.33333333333;60;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1964;1;1964;4;15;6;0;0;1;8.17744372731331;0.4827578906226232;5.556120021662132;7.372348832798898;203.6;518.1;140.9;372.4;110.95;0.0103
A13390436185811299566;311000.0;4202.7027027027;74;1;1;0;1;1;1;1;1;0;1;0;0;1;1;1;0;1;0;0;0;;3;2004;7;104;4;0;0;1;9.854728255344098;1.6049701496697006;2.8863364230190576;11.0550212703383;164.8;1775.1;610.3;430.3;25.44;0.0063
A13390516890778670572;93000.0;1550.0;60;2;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1965;1;1965;5;21;6;0;1;0;5.317391473561918;1.561005291004306;2.8922407052060315;8.063065887539212;172.2;880.2;133.2;305.0;93.69;0.0108
A13390710992597335536;162000.0;1087.24832214765;149;3;2;1;1;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;;1;2014;10;311;4;0;0;1;5.794988506129405;0.7628420497123898;2.842633827189638;7.617969087648705;364.4;566.5;299.5;776.9;85.41;0.0099
A13391536184387414884;110000.0;1617.64705882353;68;3;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;1969;4;24;6;0;0;1;7.947371413170292;0.5433897630863648;5.302687667536644;7.372348832798898;161.2;255.0;256.3;386.2;110.95;0.0103
A13391894528268886242;127000.0;2081.96721311475;61;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1958;3;1958;5;11;7;0;0;1;4.225384889340801;0.45873225410534557;2.8836276901160667;8.627263235202374;227.5;437.3;326.1;446.8;140.95;0.0116
A13392032655806268927;254000.0;3628.57142857143;70;3;1;1;0;0;1;1;1;1;0;1;0;1;1;0;0;0;0;0;0;;3;1970;4;17;6;0;0;1;6.919004666143809;0.7572166985408397;3.2926010178236442;10.231988589363322;38.5;362.2;270.3;177.3;30.81;0.007
A13392072254311295921;1080000.0;3737.02422145329;289;4;4;0;1;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;1948;4;1948;7;15;3;0;0;1;2.4149256947194857;0.2907843279486634;1.3915959602976908;12.574727176577554;206.8;857.3;518.6;170.8;62.07;0.0061
A13392126775047872172;110000.0;1746.03174603175;63;2;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1960;1;1960;3;16;6;0;0;1;8.03968015394194;0.5062413498701647;6.458665654422865;8.614905579187093;117.0;415.9;415.5;842.5;55.89;0.0088
A13392227867330878483;699000.0;4787.67123287671;146;3;1;1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;;8;1989;8;4;4;0;1;0;2.898848675839168;0.31260386965065806;1.7787364077629273;12.490767241652478;78.5;486.8;166.4;286.2;91.73;0.0058
A13392307197315108323;250000.0;2475.24752475248;101;3;2;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1976;6;1976;7;28;4;0;1;0;7.999013157981233;0.40750287610255104;6.614456546114362;9.029156558930636;125.4;434.2;322.7;520.1;66.12;0.0073
A13393180483691280078;177000.0;2950.0;60;2;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;;3;1960;5;19;7;0;0;1;7.70284317699264;0.5049771937610881;0.380643483387442;10.442884350247178;61.6;100.1;293.7;237.6;56.25;0.0071
A13393344194869511999;119000.0;1586.66666666667;75;2;1;1;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;1970;1;1970;3;6;6;0;0;1;6.666074639855283;0.4459311160965159;5.644966262076297;9.464481109353528;88.7;577.4;310.2;776.8;86.44;0.0092
A13393595655597184853;793000.0;5788.32116788321;137;5;2;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;;6;1940;9;19;4;0;0;1;2.519446967227786;0.41610103824824035;1.4265878692879077;12.574727176577554;289.1;1005.0;396.2;280.2;62.07;0.0061
A13393613180298365631;237000.0;2633.33333333333;90;3;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1963;3;1963;9;37;5;0;0;1;6.139965643668661;0.5908307269771153;4.869955447212019;7.736078385734867;249.3;94.0;27.5;561.4;82.32;0.0079
A13393906399176636761;128000.0;1422.22222222222;90;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;1945;4;9;6;0;0;1;3.388066276613177;0.1560662280513584;1.0311133838130475;8.119214802878085;298.0;662.7;266.4;417.4;178.36;0.01
A13393970664204613872;134000.0;2233.33333333333;60;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;3;1960;5;38;7;0;0;1;6.072481067634619;0.531018821046074;4.503114727023853;8.773060633604885;297.2;1066.8;104.6;311.1;95.35;0.0084
A1339429189703549193;108000.0;4000.0;27;1;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1940;2;1940;6;53;5;0;1;0;2.2060454404643273;0.5933746304983587;0.09691331137621255;11.622516681410417;96.0;532.5;276.9;98.7;60.94;0.0069
A13394378766301402790;293000.0;3906.66666666667;75;2;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0;0;;3;2001;7;44;4;0;0;1;7.186244460565862;0.7530197182735275;5.599922431019645;10.489537411212407;363.7;553.3;86.6;418.6;102.24;0.0088
A13394590231797151018;330000.0;3142.85714285714;105;3;2;1;1;1;1;1;1;0;0;1;1;0;1;0;0;1;0;0;0;1995;2;1995;8;54;4;0;0;1;3.844675655902295;0.5925728666961256;2.8939433617774526;8.646014562781815;185.1;345.2;290.6;560.9;65.85;0.0081
A13394980236562426947;268000.0;3621.62162162162;74;3;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;;0;1952;8;57;5;0;0;1;4.944552136617305;0.07953174565885947;1.1373171507022377;12.634978493197226;89.7;227.1;412.9;260.6;54.66;0.0057
A13395047909605394385;157000.0;1365.21739130435;115;4;2;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;;6;1985;12;26;5;0;0;1;8.498459156465323;0.6836492837797421;6.924706680495215;7.513523065574023;124.5;469.4;128.3;443.8;53.51;0.0083
A13395143168335343690;378000.0;4395.3488372093;86;3;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1965;8;1965;11;83;5;0;0;1;2.950628867066937;0.37005818703444526;0.37077134185840316;8.119214802878085;327.6;349.0;160.6;324.7;178.36;0.01
A13395332464684521578;440000.0;3859.64912280702;114;3;2;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;;;1970;7;15;5;1;0;0;1.996959108448771;0.5361889253242352;0.3249363013957413;11.622516681410417;136.5;503.3;439.9;235.0;60.94;0.0069
A13395525671023409479;583000.0;3860.92715231788;151;5;2;1;1;0;0;0;1;1;0;0;0;1;1;0;1;0;0;0;0;1953;2;1953;9;37;4;0;1;0;3.4128806414127064;0.12565641654089613;1.2135141930118492;11.95832775394372;249.5;597.3;62.2;270.1;79.93;0.0062
A13396182750199454344;576000.0;5008.69565217391;115;4;2;0;1;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;;5;1959;8;31;5;0;1;0;4.932406559290215;0.4016931383595723;0.7054570505375027;12.634978493197226;27.2;422.8;409.8;199.8;54.66;0.0057
A13396406593985723566;74000.0;986.666666666667;75;3;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;5;1973;8;31;6;0;0;1;4.645271222890171;1.6519856863277231;1.9230945125133112;7.386806769491732;302.3;432.5;199.1;596.4;109.6;0.0119
A13396479924623180462;175000.0;5303.0303030303;33;1;1;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1900;;1900;6;14;6;0;1;0;0.939032963806822;0.22419935867213822;1.0253467717163542;13.296247223034015;214.8;295.2;384.4;391.7;247.55;0.0079
A13396990543698318559;332000.0;4150.0;80;2;1;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;0;0;2016;3;2016;6;97;3;0;0;1;6.132635750187068;0.21294061516153842;0.6770485606273524;10.005606516861894;312.6;334.7;38.3;267.7;128.14;0.009
A13397613341091062845;275000.0;2500.0;110;3;1;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1956;-1;1956;8;45;4;0;0;1;2.753949026177715;0.08899969042544634;0.863884876523707;12.974903152224917;303.8;304.0;282.6;443.2;65.21;0.0062
A13397770929696093516;473000.0;4223.21428571429;112;3;2;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;;7;1966;11;40;3;0;1;0;3.3858948281401555;0.006723146994335921;1.7740807823598932;12.490767241652478;94.7;338.5;506.6;255.9;91.73;0.0058
A13398202517947426500;1295000.0;3764.53488372093;344;2;2;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;;1;1880;1;3;3;0;0;1;0.34320960188168126;0.25487040609072353;0.5773391541255841;12.702402548219725;302.8;653.5;523.4;276.1;449.72;0.0078
A13399033896314583055;420000.0;3962.2641509434;106;2;2;0;1;1;1;1;1;0;0;0;0;1;1;1;1;1;0;0;0;;1;2005;6;72;3;0;0;1;9.595377554835972;1.7038918664214855;2.6500453438411866;11.0550212703383;222.1;1535.1;352.6;207.7;25.44;0.0063
A13399079794923026953;156000.0;2080.0;75;3;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;5;1965;8;31;7;0;0;1;6.780618209032206;0.3867206216271688;3.8738803822392507;7.2685592634852405;101.5;410.6;264.1;462.7;75.28;0.0098
A13399850972742999383;368000.0;4329.41176470588;85;2;1;1;1;0;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;2007;1;2007;7;21;5;0;0;1;2.6064039555827323;0.29375311544740024;1.306133730193957;11.48565425356364;121.5;732.9;227.7;368.9;54.67;0.0062
