propertyCode,precio_anunciado,barrio_code,distrito_code,barrio_rescatado,sin_barrio,planta_imputada,ascensor_desde_descripcion,sin_descripcion,obra_nueva,fuera_de_rango,CONSTRUCTEDAREA,ROOMNUMBER,BATHNUMBER,precio_estimado_2018,indice_venta,precio_estimado,factor_renta_mensual,renta_mensual_estimada,tipologia_casa,superficie_fuera_de_dominio,a_reformar,ocupada,fuera_de_dominio,distrito,alquiler_distrito_eur_m2_2026,anunciado / estimado
111205734,172000.0,107,10,False,False,False,False,False,False,False,45.0,2,1,,1.7849419266048585,,0.0033382982791760833,,False,False,False,True,True,Latina,12.533999733511337,
111194919,1340000.0,015,01,False,False,False,False,False,False,False,94.0,3,3,434369.16,1.558745921449614,677071.1507081976,0.0025264030793100585,1710.5546400611952,False,False,False,False,False,Centro,18.93916135071505,1.9791125328533008
111205729,269900.0,174,17,False,False,False,False,False,False,False,84.0,3,1,128247.65,1.8762264489989775,240621.63002035988,0.003970041979091452,955.2779722582407,False,False,False,False,False,Villaverde,11.18548597247867,1.1216780468869851
111206731,1950000.0,074,07,False,False,False,False,False,False,False,177.0,2,1,656714.0,1.6853880807988142,1106817.9480937126,0.002278740199336892,2522.1505516687166,False,False,False,False,False,Chamberí,19.980022301161203,1.7618073535566632
111207725,245000.0,207,20,False,False,False,False,False,False,False,65.0,3,1,,1.6143479514531922,,0.0037236887617743825,,False,False,True,False,True,San Blas-Canillejas,13.614999673585043,
111198510,1250000.0,208,20,False,False,True,True,False,False,False,332.0,4,4,,1.6143479514531922,,0.0037236887617743825,,True,False,False,False,True,San Blas-Canillejas,13.614999673585043,
111180631,2420000.0,046,04,False,False,False,False,False,False,True,192.0,4,4,1.1790015e+06,1.8766123722225168,2212528.8017689055,0.0019512838033895418,4317.271615424535,False,False,False,False,False,Salamanca,19.77461679945292,1.0937710722975549
111206947,896500.0,076,07,False,False,False,False,False,False,False,197.0,4,3,,1.6853880807988142,,0.002278740199336892,,False,False,False,True,True,Chamberí,19.980022301161203,
111206522,749000.0,142,14,False,False,False,False,False,False,False,140.0,2,2,404625.62,1.8348473926211004,742426.2730189331,0.002978326446711814,2211.187803665974,False,False,False,False,False,Moratalaz,12.68696586656589,1.0088543835529096
111206308,539000.0,214,21,False,False,False,False,False,False,False,79.0,2,1,303551.6,1.4759360281054366,448022.73360445007,0.0028887854787011218,1294.2415669645166,False,False,False,False,False,Barajas,13.967886474398604,1.2030639509375252
111206324,795000.0,064,06,False,False,False,False,False,False,False,132.0,4,3,,1.7497591043844554,,0.002978418922071256,,False,False,True,False,True,Tetuán,17.333396740317067,
