Día de creación;Hora de creación;Distrito;Barrio;Origen;Incidentes;Descripción tipo de apertura
2026-03-20;14;CIUDAD LINEAL;VENTAS;092;2;ANOMALIAS EN VIA PUBLICA
2026-03-20;14;LATINA;LUCERO;092;1;ANOMALIAS EN VIA PUBLICA
2026-03-20;14;PUENTE DE VALLECAS;PALOMERAS BAJAS;092;1;ANOMALIAS EN VIA PUBLICA
2026-03-20;15;CARABANCHEL;OPAÑEL;092;1;ANOMALIAS EN VIA PUBLICA
2026-03-20;16;ARGANZUELA;CHOPERA;092;1;ANOMALIAS EN VIA PUBLICA
2026-03-20;16;MORATALAZ;VINATEROS;092;1;ANOMALIAS EN VIA PUBLICA
2026-03-20;16;SAN BLAS - CANILLEJAS;REJAS;092;1;ANOMALIAS EN VIA PUBLICA
2026-03-20;16;SAN BLAS - CANILLEJAS;ROSAS;RADIO;1;ANOMALIAS EN VIA PUBLICA
2026-03-20;16;TETUAN;VALDEACEDERAS;RADIO;1;ANOMALIAS EN VIA PUBLICA
2026-03-20;17;ARGANZUELA;ATOCHA;092;1;ANOMALIAS EN VIA PUBLICA
2026-03-20;17;BARAJAS;AEROPUERTO;RADIO;1;ANOMALIAS EN VIA PUBLICA
2026-03-20;17;BARAJAS;CORRALEJOS;092;1;ANOMALIAS EN VIA PUBLICA
2026-03-20;17;LATINA;CUATRO VIENTOS;092;1;ANOMALIAS EN VIA PUBLICA
2026-03-20;18;CARABANCHEL;COMILLAS;092;1;ANOMALIAS EN VIA PUBLICA
2026-03-20;18;CHAMARTIN;CIUDAD JARDIN;112;1;ANOMALIAS EN VIA PUBLICA
2026-03-20;18;LATINA;CUATRO VIENTOS;092;1;ANOMALIAS EN VIA PUBLICA
2026-03-20;18;MONCLOA - ARAVACA;ARAVACA;092;1;ANOMALIAS EN VIA PUBLICA
2026-03-20;18;PUENTE DE VALLECAS;PALOMERAS BAJAS;092;1;ANOMALIAS EN VIA PUBLICA
2026-03-20;18;TETUAN;VALDEACEDERAS;112;1;ANOMALIAS EN VIA PUBLICA
2026-03-20;19;FUENCARRAL - EL PARDO;PEÑAGRANDE;092;1;ANOMALIAS EN VIA PUBLICA
2026-03-20;19;TETUAN;VALDEACEDERAS;112;1;ANOMALIAS EN VIA PUBLICA
2026-03-20;20;BARAJAS;ALAMEDA DE OSUNA;092;1;ANOMALIAS EN VIA PUBLICA
2026-03-20;20;PUENTE DE VALLECAS;PALOMERAS BAJAS;092;1;ANOMALIAS EN VIA PUBLICA
2026-03-20;22;SALAMANCA;GOYA;092;1;ANOMALIAS EN VIA PUBLICA
2026-03-20;02;PUENTE DE VALLECAS;PALOMERAS BAJAS;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;03;CARABANCHEL;ABRANTES;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;04;TETUAN;VALDEACEDERAS;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;06;CHAMARTIN;EL VISO;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;08;CHAMBERI;GAZTAMBIDE;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;09;CARABANCHEL;PUERTA BONITA;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;09;USERA;ORCASITAS;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;09;VICALVARO;CASCO HISTORICO DE VICALVARO;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;10;CIUDAD LINEAL;VENTAS;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;10;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;11;RETIRO;LOS JERONIMOS;RADIO;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;11;USERA;SAN FERMIN;RADIO;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;12;CENTRO;PALACIO;CISEM;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;12;PUENTE DE VALLECAS;SAN DIEGO;092;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;16;CARABANCHEL;OPAÑEL;092;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;16;LATINA;ALUCHE;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;16;MONCLOA - ARAVACA;ARAVACA;092;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;16;MONCLOA - ARAVACA;ARGÜELLES;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;16;USERA;MOSCARDO;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;16;VILLA DE VALLECAS;CASCO HISTORICO DE VALLECAS;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;17;FUENCARRAL - EL PARDO;LA PAZ;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;19;MONCLOA - ARAVACA;CASA DE CAMPO;RADIO;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;20;USERA;ORCASITAS;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;21;CARABANCHEL;ABRANTES;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;21;MONCLOA - ARAVACA;ARGÜELLES;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;22;CIUDAD LINEAL;VENTAS;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-20;23;CHAMBERI;TRAFALGAR;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-03-21;00;CARABANCHEL;ABRANTES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;00;CARABANCHEL;VISTA ALEGRE;112;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;00;CHAMBERI;VALLEHERMOSO;112;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;00;VILLA DE VALLECAS;CASCO HISTORICO DE VALLECAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;01;CHAMARTIN;PROSPERIDAD;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;01;SAN BLAS - CANILLEJAS;ARCOS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;01;SAN BLAS - CANILLEJAS;EL SALVADOR;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;01;VICALVARO;VALDERRIVAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;03;SALAMANCA;GOYA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;04;USERA;MOSCARDO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;05;BARAJAS;CASCO HISTORICO DE BARAJAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;06;CHAMBERI;ALMAGRO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;06;MORATALAZ;MEDIA LEGUA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;07;CARABANCHEL;ABRANTES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;07;LATINA;CAMPAMENTO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;07;LATINA;LUCERO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;07;LATINA;PUERTA DEL ANGEL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;07;MONCLOA - ARAVACA;ARGÜELLES;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;07;USERA;ORCASUR;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;07;USERA;SAN FERMIN;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;07;VILLA DE VALLECAS;CASCO HISTORICO DE VALLECAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;07;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;08;BARAJAS;ALAMEDA DE OSUNA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;08;CARABANCHEL;ABRANTES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;08;CARABANCHEL;PUERTA BONITA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;08;CENTRO;SOL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;08;CHAMARTIN;CIUDAD JARDIN;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;08;CHAMBERI;ALMAGRO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;08;FUENCARRAL - EL PARDO;VALVERDE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;08;HORTALEZA;PINAR DEL REY;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;08;LATINA;ALUCHE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;08;LATINA;CAMPAMENTO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;08;MONCLOA - ARAVACA;VALDEZARZA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;08;PUENTE DE VALLECAS;SAN DIEGO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;08;SAN BLAS - CANILLEJAS;CANILLEJAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;08;VILLA DE VALLECAS;SANTA EUGENIA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;08;VILLAVERDE;ANGELES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;08;VILLAVERDE;BUTARQUE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;08;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;09;CARABANCHEL;OPAÑEL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;09;CARABANCHEL;SAN ISIDRO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;09;CENTRO;EMBAJADORES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;09;CHAMBERI;GAZTAMBIDE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;09;CHAMBERI;RIOS ROSAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;09;FUENCARRAL - EL PARDO;VALVERDE;RADIO;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;09;LATINA;CAMPAMENTO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;09;MONCLOA - ARAVACA;VALDEZARZA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;09;VILLA DE VALLECAS;SANTA EUGENIA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;10;ARGANZUELA;PALOS DE LA FRONTERA;RADIO;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;10;CARABANCHEL;ABRANTES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;10;CARABANCHEL;PUERTA BONITA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;10;CARABANCHEL;SAN ISIDRO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;10;CENTRO;CORTES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;10;CENTRO;SOL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;10;CENTRO;UNIVERSIDAD;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;10;CIUDAD LINEAL;COSTILLARES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;10;FUENCARRAL - EL PARDO;MIRASIERRA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;10;FUENCARRAL - EL PARDO;VALVERDE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;10;HORTALEZA;PINAR DEL REY;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;10;LATINA;PUERTA DEL ANGEL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;10;MORATALAZ;MARROQUINA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;10;PUENTE DE VALLECAS;ENTREVIAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;10;PUENTE DE VALLECAS;PALOMERAS SURESTE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;10;SAN BLAS - CANILLEJAS;REJAS;RADIO;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;10;TETUAN;BERRUGUETE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;10;TETUAN;VALDEACEDERAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;10;USERA;ORCASITAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;10;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;11;CARABANCHEL;COMILLAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;11;CARABANCHEL;PUERTA BONITA;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;11;CARABANCHEL;VISTA ALEGRE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;11;CHAMARTIN;HISPANOAMERICA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;11;CHAMBERI;ALMAGRO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;11;FUENCARRAL - EL PARDO;VALVERDE;092;3;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;11;HORTALEZA;PINAR DEL REY;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;11;LATINA;AGUILAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;11;MONCLOA - ARAVACA;ARGÜELLES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;11;MORATALAZ;HORCAJO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;11;USERA;PRADOLONGO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;11;USERA;ZOFIO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;11;VILLAVERDE;BUTARQUE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;12;#null;#null;112;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;12;ARGANZUELA;ACACIAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;12;BARAJAS;AEROPUERTO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;12;CARABANCHEL;BUENAVISTA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;12;CARABANCHEL;OPAÑEL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;12;CARABANCHEL;SAN ISIDRO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;12;CARABANCHEL;VISTA ALEGRE;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;12;CENTRO;PALACIO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;12;FUENCARRAL - EL PARDO;PEÑAGRANDE;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;12;HORTALEZA;PIOVERA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;12;HORTALEZA;VALDEFUENTES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;12;LATINA;AGUILAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;12;LATINA;ALUCHE;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;12;LATINA;CUATRO VIENTOS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;12;LATINA;LOS CARMENES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;12;MORATALAZ;FONTARRON;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;12;PUENTE DE VALLECAS;NUMANCIA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;12;PUENTE DE VALLECAS;PORTAZGO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;12;SALAMANCA;FUENTE DEL BERRO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;12;SAN BLAS - CANILLEJAS;CANILLEJAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;12;SAN BLAS - CANILLEJAS;ROSAS;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;12;TETUAN;BELLAS VISTAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;12;VILLAVERDE;LOS ROSALES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;13;BARAJAS;ALAMEDA DE OSUNA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;13;CARABANCHEL;BUENAVISTA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;13;CARABANCHEL;OPAÑEL;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;13;CENTRO;SOL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;13;CHAMARTIN;NUEVA ESPAÑA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;13;CIUDAD LINEAL;PUEBLO NUEVO;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;13;CIUDAD LINEAL;QUINTANA;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;13;CIUDAD LINEAL;SAN PASCUAL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;13;FUENCARRAL - EL PARDO;MIRASIERRA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;13;HORTALEZA;PINAR DEL REY;092;3;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;13;HORTALEZA;VALDEFUENTES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;13;LATINA;CUATRO VIENTOS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;13;MONCLOA - ARAVACA;CASA DE CAMPO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;13;MONCLOA - ARAVACA;VALDEMARIN;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;13;PUENTE DE VALLECAS;NUMANCIA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;13;PUENTE DE VALLECAS;PALOMERAS SURESTE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;13;PUENTE DE VALLECAS;SAN DIEGO;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;13;SALAMANCA;GUINDALERA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;13;VILLA DE VALLECAS;CASCO HISTORICO DE VALLECAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;13;VILLA DE VALLECAS;CASCO HISTORICO DE VALLECAS;RADIO;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;13;VILLAVERDE;ANGELES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;13;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;14;CARABANCHEL;SAN ISIDRO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;14;CARABANCHEL;VISTA ALEGRE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;14;CENTRO;EMBAJADORES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;14;CHAMARTIN;HISPANOAMERICA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;14;CHAMBERI;TRAFALGAR;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;14;CHAMBERI;VALLEHERMOSO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;14;CIUDAD LINEAL;PUEBLO NUEVO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;14;FUENCARRAL - EL PARDO;VALVERDE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;14;HORTALEZA;CANILLAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;14;HORTALEZA;PALOMAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;14;LATINA;CAMPAMENTO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;14;PUENTE DE VALLECAS;NUMANCIA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;14;PUENTE DE VALLECAS;SAN DIEGO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;14;SALAMANCA;CASTELLANA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;14;SALAMANCA;FUENTE DEL BERRO;112;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;14;SALAMANCA;GUINDALERA;092;3;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;14;USERA;ORCASITAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;14;VICALVARO;CASCO HISTORICO DE VICALVARO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;15;ARGANZUELA;CHOPERA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;15;ARGANZUELA;PALOS DE LA FRONTERA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;15;CARABANCHEL;ABRANTES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;15;CARABANCHEL;VISTA ALEGRE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;15;CENTRO;EMBAJADORES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;15;FUENCARRAL - EL PARDO;MIRASIERRA;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;15;HORTALEZA;APOSTOL SANTIAGO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;15;HORTALEZA;PINAR DEL REY;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;15;HORTALEZA;VALDEFUENTES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;15;MONCLOA - ARAVACA;VALDEMARIN;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;15;SALAMANCA;FUENTE DEL BERRO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;15;SAN BLAS - CANILLEJAS;ROSAS;112;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;16;ARGANZUELA;CHOPERA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;16;BARAJAS;TIMON;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;16;CARABANCHEL;VISTA ALEGRE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;16;FUENCARRAL - EL PARDO;PEÑAGRANDE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;16;FUENCARRAL - EL PARDO;VALVERDE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;16;LATINA;LUCERO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;16;MORATALAZ;MARROQUINA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;16;PUENTE DE VALLECAS;NUMANCIA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;16;PUENTE DE VALLECAS;PORTAZGO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;16;RETIRO;NIÑO JESUS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;16;SALAMANCA;GUINDALERA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;16;SAN BLAS - CANILLEJAS;ARCOS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;16;TETUAN;CUATRO CAMINOS;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;16;VILLA DE VALLECAS;CASCO HISTORICO DE VALLECAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;17;ARGANZUELA;ACACIAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-21;17;ARGANZUELA;PALOS DE LA FRONTERA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
